PATH_DTI_AD.nii.gz,pyarrow.lib.LargeStringScalar,E:\dataset\PKG - UPENN-GBM-NIfTI\UPENN-GBM\NIfTI-files\images_DTI\images_DTI\UPENN-GBM-00001_11\UPENN-GBM-00001_11_DTI_AD.nii.gz
PATH_DSC_PSR.nii.gz,pyarrow.lib.LargeStringScalar,E:\dataset\PKG - UPENN-GBM-NIfTI\UPENN-GBM\NIfTI-files\images_DSC\UPENN-GBM-00001_11\UPENN-GBM-00001_11_DSC_PSR.nii.gz
PATH_DSC_PH.nii.gz,pyarrow.lib.LargeStringScalar,E:\dataset\PKG - UPENN-GBM-NIfTI\UPENN-GBM\NIfTI-files\images_DSC\UPENN-GBM-00001_11\UPENN-GBM-00001_11_DSC_PH.nii.gz
PATH_DSC_ap-rCBV.nii.gz,pyarrow.lib.LargeStringScalar,E:\dataset\PKG - UPENN-GBM-NIfTI\UPENN-GBM\NIfTI-files\images_DSC\UPENN-GBM-00001_11\UPENN-GBM-00001_11_DSC_ap-rCBV.nii.gz
PATH_DSC.nii.gz,pyarrow.lib.LargeStringScalar,E:\dataset\PKG - UPENN-GBM-NIfTI\UPENN-GBM\NIfTI-files\images_DSC\UPENN-GBM-00001_11\UPENN-GBM-00001_11_DSC.nii.gz
PATH_automated_approx_segm.nii.gz,pyarrow.lib.LargeStringScalar,E:\dataset\PKG - UPENN-GBM-NIfTI\UPENN-GBM\NIfTI-files\automated_segm\UPENN-GBM-00001_11_automated_approx_segm.nii.gz
T2_NC_LBP_Radius-1_Bins-16_LBP,pyarrow.lib.DoubleScalar,3614.069299
T2_NC_NGTDM_Strength,pyarrow.lib.DoubleScalar,0.2765737874
T2_NC_NGTDM_Contrast,pyarrow.lib.DoubleScalar,0.3475077997
T2_NC_NGTDM_Complexity,pyarrow.lib.DoubleScalar,867.5608088
T2_NC_NGTDM_Coarsness,pyarrow.lib.DoubleScalar,0.002465197216
T2_NC_NGTDM_Busyness,pyarrow.lib.DoubleScalar,2.572920985
T2_NC_GLSZM_Bins-16_Radius-1_ZoneSizeVariance,pyarrow.lib.DoubleScalar,32.42512397
T2_NC_GLSZM_Bins-16_Radius-1_ZoneSizeNoneUniformityNormalized,pyarrow.lib.DoubleScalar,0.4738842975
T2_NC_GLSZM_Bins-16_Radius-1_ZoneSizeNonUniformity,pyarrow.lib.DoubleScalar,52.12727273
T2_NC_GLSZM_Bins-16_Radius-1_ZoneSizeMean,pyarrow.lib.DoubleScalar,2.781818182
T2_NC_GLSZM_Bins-16_Radius-1_ZoneSizeEntropy,pyarrow.lib.DoubleScalar,4.698228598
T2_NC_GLSZM_Bins-16_Radius-1_ZonePercentage,pyarrow.lib.DoubleScalar,0.3594771242
T2_NC_GLSZM_Bins-16_Radius-1_SmallZoneLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.0200830872
T2_NC_GLSZM_Bins-16_Radius-1_SmallZoneHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,54.7621864
T2_NC_GLSZM_Bins-16_Radius-1_SmallZoneEmphasis,pyarrow.lib.DoubleScalar,0.7125981809
T2_NC_GLSZM_Bins-16_Radius-1_LowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.03134869573
T2_NC_GLSZM_Bins-16_Radius-1_LargeZoneLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.5790933168
T2_NC_GLSZM_Bins-16_Radius-1_LargeZoneHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,3148.454545
T2_NC_GLSZM_Bins-16_Radius-1_LargeZoneEmphasis,pyarrow.lib.DoubleScalar,40.16363636
T2_NC_GLSZM_Bins-16_Radius-1_HighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,76.13636364
T2_NC_GLSZM_Bins-16_Radius-1_GreyLevelVariance,pyarrow.lib.DoubleScalar,7.54785124
T2_NC_GLSZM_Bins-16_Radius-1_GreyLevelNonUniformityNormalized,pyarrow.lib.DoubleScalar,0.1147107438
T2_NC_GLSZM_Bins-16_Radius-1_GreyLevelNonUniformity,pyarrow.lib.DoubleScalar,12.61818182
T2_NC_GLSZM_Bins-16_Radius-1_GreyLevelMean,pyarrow.lib.DoubleScalar,8.281818182
T2_NC_GLRLM_Bins-16_Radius-1_ShortRunLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.0228652514
T2_NC_GLRLM_Bins-16_Radius-1_ShortRunHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,72.27914187
T2_NC_GLRLM_Bins-16_Radius-1_ShortRunEmphasis,pyarrow.lib.DoubleScalar,0.9335119925
T2_NC_GLRLM_Bins-16_Radius-1_RunLengthNonuniformity,pyarrow.lib.DoubleScalar,6086.453289
T2_NC_GLRLM_Bins-16_Radius-1_LowGreyLevelRunEmphasis,pyarrow.lib.DoubleScalar,0.02422230642
T2_NC_GLRLM_Bins-16_Radius-1_LongRunLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.03088284653
T2_NC_GLRLM_Bins-16_Radius-1_LongRunHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,106.9209508
T2_NC_GLRLM_Bins-16_Radius-1_LongRunEmphasis,pyarrow.lib.DoubleScalar,1.358485351
T2_NC_GLRLM_Bins-16_Radius-1_HighGreyLevelRunEmphasis,pyarrow.lib.DoubleScalar,77.69320066
T2_NC_GLRLM_Bins-16_Radius-1_GreyLevelNonuniformity,pyarrow.lib.DoubleScalar,1071.625207
T2_NC_GLCM_Bins-16_Radius-1_Homogeneity,pyarrow.lib.DoubleScalar,0.4548222328
T2_NC_GLCM_Bins-16_Radius-1_Entropy,pyarrow.lib.DoubleScalar,5.283623592
T2_NC_GLCM_Bins-16_Radius-1_Energy,pyarrow.lib.DoubleScalar,0.03546750684
T2_NC_GLCM_Bins-16_Radius-1_Correlation,pyarrow.lib.DoubleScalar,0.09738130343
T2_NC_GLCM_Bins-16_Radius-1_Contrast,pyarrow.lib.DoubleScalar,3.954854669
T2_NC_GLCM_Bins-16_Radius-1_ClusterShade,pyarrow.lib.DoubleScalar,2.659944664
T2_NC_GLCM_Bins-16_Radius-1_ClusterProminence,pyarrow.lib.DoubleScalar,161.2318018
T2_NC_GLCM_Bins-16_Radius-1_AutoCorrelation,pyarrow.lib.DoubleScalar,7550.730953
T2_NC_Morphologic_Roundness,pyarrow.lib.DoubleScalar,0.5390923448
T2_NC_Morphologic_PixelsOnBorder,pyarrow.lib.Int64Scalar,0
T2_NC_Morphologic_PhysicalSize,pyarrow.lib.Int64Scalar,233
T2_NC_Morphologic_PerimeterOnBorderRatio,pyarrow.lib.DoubleScalar,0.0
T2_NC_Morphologic_PerimeterOnBorder,pyarrow.lib.Int64Scalar,0
T2_NC_Morphologic_Perimeter,pyarrow.lib.DoubleScalar,339.6708205
T2_NC_Morphologic_OrientedBoundingBoxSize_Axis-2,pyarrow.lib.Int64Scalar,0
T2_NC_Morphologic_OrientedBoundingBoxSize_Axis-1,pyarrow.lib.Int64Scalar,0
T2_NC_Morphologic_OrientedBoundingBoxSize_Axis-0,pyarrow.lib.Int64Scalar,0
T2_NC_Morphologic_NumberOfPixels,pyarrow.lib.Int64Scalar,233
T2_NC_Morphologic_LargestComponentSize,pyarrow.lib.Int64Scalar,233
T2_NC_Morphologic_Flatness,pyarrow.lib.DoubleScalar,1.616136373
T2_NC_Morphologic_EquivalentSphericalRadius,pyarrow.lib.DoubleScalar,3.817295414
T2_NC_Morphologic_EquivalentSphericalPerimeter,pyarrow.lib.DoubleScalar,183.1139391
T2_NC_Morphologic_Elongation,pyarrow.lib.DoubleScalar,1.594919074
T2_NC_Morphologic_EllipseDiameter_Axis-2,pyarrow.lib.LargeStringScalar,12.23031199
T2_NC_Morphologic_EllipseDiameter_Axis-1,pyarrow.lib.LargeStringScalar,7.66829627
T2_NC_Morphologic_EllipseDiameter_Axis-0,pyarrow.lib.LargeStringScalar,4.744832428
T2_NC_Morphologic_Eccentricity,pyarrow.lib.LargeStringScalar,0.8699164149
T2_NC_Volumetric_Volume,pyarrow.lib.Int64Scalar,306
T2_NC_Volumetric_Pixels,pyarrow.lib.Int64Scalar,306
T2_NC_Histogram_Bins-16_Bins-16_Variance,pyarrow.lib.DoubleScalar,4.27704918
T2_NC_Histogram_Bins-16_Bins-16_Uniformity,pyarrow.lib.DoubleScalar,0.1705540604
T2_NC_Histogram_Bins-16_Bins-16_TwentyFifthPercentile,pyarrow.lib.Int64Scalar,6
T2_NC_Histogram_Bins-16_Bins-16_TenthPercentile,pyarrow.lib.Int64Scalar,5
T2_NC_Histogram_Bins-16_Bins-16_Sum,pyarrow.lib.Int64Scalar,2295
T2_NC_Histogram_Bins-16_Bins-16_StandardDeviation,pyarrow.lib.DoubleScalar,2.068102797
T2_NC_Histogram_Bins-16_Bins-16_Skewness,pyarrow.lib.DoubleScalar,-0.1418709353
T2_NC_Histogram_Bins-16_Bins-16_SeventyFifthPercentile,pyarrow.lib.Int64Scalar,9
T2_NC_Histogram_Bins-16_Bins-16_RootMeanSquare,pyarrow.lib.DoubleScalar,7.779014841
T2_NC_Histogram_Bins-16_Bins-16_RobustMeanAbsoluteDeviation1090,pyarrow.lib.DoubleScalar,1.259523778
T2_NC_Histogram_Bins-16_Bins-16_Range,pyarrow.lib.Int64Scalar,15
T2_NC_Histogram_Bins-16_Bins-16_QuartileCoefficientOfVariation,pyarrow.lib.DoubleScalar,0.2
T2_NC_Histogram_Bins-16_Bins-16_NinetyFifthPercentileMean,pyarrow.lib.DoubleScalar,122.5333333
T2_NC_Histogram_Bins-16_Bins-16_NinetyFifthPercentile,pyarrow.lib.DoubleScalar,119.1230424
T2_NC_Histogram_Bins-16_Bins-16_NinetiethPercentile,pyarrow.lib.Int64Scalar,10
T2_NC_Histogram_Bins-16_Bins-16_Mode,pyarrow.lib.Int64Scalar,7
T2_NC_Histogram_Bins-16_Bins-16_Minimum,pyarrow.lib.Int64Scalar,0
T2_NC_Histogram_Bins-16_Bins-16_MedianAbsoluteDeviation,pyarrow.lib.DoubleScalar,0.5
T2_NC_Histogram_Bins-16_Bins-16_Median,pyarrow.lib.DoubleScalar,7.0
T2_NC_Histogram_Bins-16_Bins-16_MeanAbsoluteDeviation,pyarrow.lib.DoubleScalar,0.0
T2_NC_Histogram_Bins-16_Bins-16_Mean,pyarrow.lib.DoubleScalar,7.5
T2_NC_Histogram_Bins-16_Bins-16_Maximum,pyarrow.lib.Int64Scalar,15
T2_NC_Histogram_Bins-16_Bins-16_Kurtosis,pyarrow.lib.DoubleScalar,4.329118839
T2_NC_Histogram_Bins-16_Bins-16_InterQuartileRange,pyarrow.lib.Int64Scalar,3
T2_NC_Histogram_Bins-16_Bins-16_FifthPercentileMean,pyarrow.lib.DoubleScalar,100.6428571
T2_NC_Histogram_Bins-16_Bins-16_FifthPercentile,pyarrow.lib.DoubleScalar,104.9889516
T2_NC_Histogram_Bins-16_Bins-16_Entropy,pyarrow.lib.DoubleScalar,2.940087909
T2_NC_Histogram_Bins-16_Bins-16_Energy,pyarrow.lib.Int64Scalar,18517
T2_NC_Histogram_Bins-16_Bins-16_CoefficientOfVariation,pyarrow.lib.DoubleScalar,0.2757470396
T2_NC_Histogram_Bins-16_Bins-16_Bin-9_Probability,pyarrow.lib.DoubleScalar,0.1274509804
T2_NC_Histogram_Bins-16_Bins-16_Bin-9_Frequency,pyarrow.lib.Int64Scalar,39
T2_NC_Histogram_Bins-16_Bins-16_Bin-8_Probability,pyarrow.lib.DoubleScalar,0.1274509804
T2_NC_Histogram_Bins-16_Bins-16_Bin-8_Frequency,pyarrow.lib.Int64Scalar,39
T2_NC_Histogram_Bins-16_Bins-16_Bin-7_Probability,pyarrow.lib.DoubleScalar,0.3137254902
T2_NC_Histogram_Bins-16_Bins-16_Bin-7_Frequency,pyarrow.lib.Int64Scalar,96
T2_NC_Histogram_Bins-16_Bins-16_Bin-6_Probability,pyarrow.lib.DoubleScalar,0.114379085
T2_NC_Histogram_Bins-16_Bins-16_Bin-6_Frequency,pyarrow.lib.Int64Scalar,35
T2_NC_Histogram_Bins-16_Bins-16_Bin-5_Probability,pyarrow.lib.DoubleScalar,0.09477124183
T2_NC_Histogram_Bins-16_Bins-16_Bin-5_Frequency,pyarrow.lib.Int64Scalar,29
T2_NC_Histogram_Bins-16_Bins-16_Bin-4_Probability,pyarrow.lib.DoubleScalar,0.01633986928
T2_NC_Histogram_Bins-16_Bins-16_Bin-4_Frequency,pyarrow.lib.Int64Scalar,5
T2_NC_Histogram_Bins-16_Bins-16_Bin-3_Probability,pyarrow.lib.DoubleScalar,0.009803921569
T2_NC_Histogram_Bins-16_Bins-16_Bin-3_Frequency,pyarrow.lib.Int64Scalar,3
T2_NC_Histogram_Bins-16_Bins-16_Bin-2_Probability,pyarrow.lib.DoubleScalar,0.009803921569
T2_NC_Histogram_Bins-16_Bins-16_Bin-2_Frequency,pyarrow.lib.Int64Scalar,3
T2_NC_Histogram_Bins-16_Bins-16_Bin-1_Probability,pyarrow.lib.DoubleScalar,0.003267973856
T2_NC_Histogram_Bins-16_Bins-16_Bin-1_Frequency,pyarrow.lib.Int64Scalar,1
T2_NC_Histogram_Bins-16_Bins-16_Bin-15_Probability,pyarrow.lib.DoubleScalar,0.003267973856
T2_NC_Histogram_Bins-16_Bins-16_Bin-15_Frequency,pyarrow.lib.Int64Scalar,1
T2_NC_Histogram_Bins-16_Bins-16_Bin-14_Probability,pyarrow.lib.DoubleScalar,0.0
T2_NC_Histogram_Bins-16_Bins-16_Bin-14_Frequency,pyarrow.lib.Int64Scalar,0
T2_NC_Histogram_Bins-16_Bins-16_Bin-13_Probability,pyarrow.lib.DoubleScalar,0.006535947712
T2_NC_Histogram_Bins-16_Bins-16_Bin-13_Frequency,pyarrow.lib.Int64Scalar,2
T2_NC_Histogram_Bins-16_Bins-16_Bin-12_Probability,pyarrow.lib.DoubleScalar,0.01960784314
T2_NC_Histogram_Bins-16_Bins-16_Bin-12_Frequency,pyarrow.lib.Int64Scalar,6
T2_NC_Histogram_Bins-16_Bins-16_Bin-11_Probability,pyarrow.lib.DoubleScalar,0.01960784314
T2_NC_Histogram_Bins-16_Bins-16_Bin-11_Frequency,pyarrow.lib.Int64Scalar,6
T2_NC_Histogram_Bins-16_Bins-16_Bin-10_Probability,pyarrow.lib.DoubleScalar,0.1274509804
T2_NC_Histogram_Bins-16_Bins-16_Bin-10_Frequency,pyarrow.lib.Int64Scalar,39
T2_NC_Histogram_Bins-16_Bins-16_Bin-0_Probability,pyarrow.lib.DoubleScalar,0.006535947712
T2_NC_Histogram_Bins-16_Bins-16_Bin-0_Frequency,pyarrow.lib.Int64Scalar,2
T2_NC_Intensity_Variance,pyarrow.lib.DoubleScalar,23.52329369
T2_NC_Intensity_TenthPercentile,pyarrow.lib.Int64Scalar,106
T2_NC_Intensity_Sum,pyarrow.lib.Int64Scalar,34283
T2_NC_Intensity_StandardDeviation,pyarrow.lib.DoubleScalar,4.850081823
T2_NC_Intensity_Skewness,pyarrow.lib.DoubleScalar,-0.1234190726
T2_NC_Intensity_RootMeanSquare,pyarrow.lib.DoubleScalar,112.1405368
T2_NC_Intensity_Range,pyarrow.lib.Int64Scalar,38
T2_NC_Intensity_QuartileCoefficientOfVariation,pyarrow.lib.DoubleScalar,0.02678571429
T2_NC_Intensity_NinetiethPercentile,pyarrow.lib.Int64Scalar,118
T2_NC_Intensity_Mode,pyarrow.lib.Int64Scalar,111
T2_NC_Intensity_Minimum,pyarrow.lib.Int64Scalar,93
T2_NC_Intensity_MedianAbsoluteDeviation,pyarrow.lib.DoubleScalar,0.5359477124
T2_NC_Intensity_Median,pyarrow.lib.DoubleScalar,111.5
T2_NC_Intensity_MeanAbsoluteDeviation,pyarrow.lib.DoubleScalar,-5.201358589e-15
T2_NC_Intensity_Mean,pyarrow.lib.DoubleScalar,112.0359477
T2_NC_Intensity_Maximum,pyarrow.lib.Int64Scalar,131
T2_NC_Intensity_Kurtosis,pyarrow.lib.DoubleScalar,4.563466544
T2_NC_Intensity_InterQuartileRange,pyarrow.lib.Int64Scalar,6
T2_NC_Intensity_Energy,pyarrow.lib.Int64Scalar,3848103
T2_NC_Intensity_CoefficientOfVariation,pyarrow.lib.DoubleScalar,0.04329040743
T2_ET_LBP_Radius-1_Bins-16_LBP,pyarrow.lib.DoubleScalar,13504.79903
T2_ET_NGTDM_Strength,pyarrow.lib.DoubleScalar,0.05009888622
T2_ET_NGTDM_Contrast,pyarrow.lib.DoubleScalar,0.3250337721
T2_ET_NGTDM_Complexity,pyarrow.lib.DoubleScalar,1154.201649
T2_ET_NGTDM_Coarsness,pyarrow.lib.DoubleScalar,0.0003469390966
T2_ET_NGTDM_Busyness,pyarrow.lib.DoubleScalar,13.72741964
T2_ET_GLSZM_Bins-16_Radius-1_ZoneSizeVariance,pyarrow.lib.DoubleScalar,3212.435604
T2_ET_GLSZM_Bins-16_Radius-1_ZoneSizeNoneUniformityNormalized,pyarrow.lib.DoubleScalar,0.3140987507
T2_ET_GLSZM_Bins-16_Radius-1_ZoneSizeNonUniformity,pyarrow.lib.DoubleScalar,25.75609756
T2_ET_GLSZM_Bins-16_Radius-1_ZoneSizeMean,pyarrow.lib.DoubleScalar,15.59756098
T2_ET_GLSZM_Bins-16_Radius-1_ZoneSizeEntropy,pyarrow.lib.DoubleScalar,5.075607913
T2_ET_GLSZM_Bins-16_Radius-1_ZonePercentage,pyarrow.lib.DoubleScalar,0.06411258796
T2_ET_GLSZM_Bins-16_Radius-1_SmallZoneLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.01836395261
T2_ET_GLSZM_Bins-16_Radius-1_SmallZoneHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,72.91025637
T2_ET_GLSZM_Bins-16_Radius-1_SmallZoneEmphasis,pyarrow.lib.DoubleScalar,0.5752339249
T2_ET_GLSZM_Bins-16_Radius-1_LowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.02348270061
T2_ET_GLSZM_Bins-16_Radius-1_LargeZoneLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,27.76751397
T2_ET_GLSZM_Bins-16_Radius-1_LargeZoneHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,441222.5854
T2_ET_GLSZM_Bins-16_Radius-1_LargeZoneEmphasis,pyarrow.lib.DoubleScalar,3455.719512
T2_ET_GLSZM_Bins-16_Radius-1_HighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,125.8414634
T2_ET_GLSZM_Bins-16_Radius-1_GreyLevelVariance,pyarrow.lib.DoubleScalar,8.832391434
T2_ET_GLSZM_Bins-16_Radius-1_GreyLevelNonUniformityNormalized,pyarrow.lib.DoubleScalar,0.1124330756
T2_ET_GLSZM_Bins-16_Radius-1_GreyLevelNonUniformity,pyarrow.lib.DoubleScalar,9.219512195
T2_ET_GLSZM_Bins-16_Radius-1_GreyLevelMean,pyarrow.lib.DoubleScalar,10.81707317
T2_ET_GLRLM_Bins-16_Radius-1_ShortRunLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.008907517916
T2_ET_GLRLM_Bins-16_Radius-1_ShortRunHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,117.7382761
T2_ET_GLRLM_Bins-16_Radius-1_ShortRunEmphasis,pyarrow.lib.DoubleScalar,0.9024673697
T2_ET_GLRLM_Bins-16_Radius-1_RunLengthNonuniformity,pyarrow.lib.DoubleScalar,19028.00426
T2_ET_GLRLM_Bins-16_Radius-1_LowGreyLevelRunEmphasis,pyarrow.lib.DoubleScalar,0.009715031125
T2_ET_GLRLM_Bins-16_Radius-1_LongRunLowGreyLevelEmphasis,pyarrow.lib.DoubleScalar,0.01560263126
T2_ET_GLRLM_Bins-16_Radius-1_LongRunHighGreyLevelEmphasis,pyarrow.lib.DoubleScalar,216.9777195
T2_ET_GLRLM_Bins-16_Radius-1_LongRunEmphasis,pyarrow.lib.DoubleScalar,1.704538008
T2_ET_GLRLM_Bins-16_Radius-1_HighGreyLevelRunEmphasis,pyarrow.lib.DoubleScalar,129.9795216
T2_ET_GLRLM_Bins-16_Radius-1_GreyLevelNonuniformity,pyarrow.lib.DoubleScalar,4431.45806
T2_ET_GLCM_Bins-16_Radius-1_Homogeneity,pyarrow.lib.DoubleScalar,0.6130338231
T2_ET_GLCM_Bins-16_Radius-1_Entropy,pyarrow.lib.DoubleScalar,4.806600464
T2_ET_GLCM_Bins-16_Radius-1_Energy,pyarrow.lib.DoubleScalar,0.05664024584
T2_ET_GLCM_Bins-16_Radius-1_Correlation,pyarrow.lib.DoubleScalar,0.2640232293
